NCM;inicio_vigencia;fim_vigencia;uTrib_abreviatura;Descricao_uTrib;
84519010;01/01/2016;;KG;Quilograma;
84519090;01/01/2016;;KG;Quilograma;
84521000;01/01/2016;;UN;Unidade;
84522110;01/01/2016;;UN;Unidade;
84522120;01/01/2016;;UN;Unidade;
84522190;01/01/2016;;UN;Unidade;
84522910;01/01/2016;;UN;Unidade;
84522921;01/01/2016;;UN;Unidade;
84522922;01/01/2016;;UN;Unidade;
84522923;01/01/2016;;UN;Unidade;
84522924;01/01/2016;;UN;Unidade;
84522925;01/01/2016;;UN;Unidade;
84522929;01/01/2016;;UN;Unidade;
84522990;01/01/2016;;UN;Unidade;
84523000;01/01/2016;;KG;Quilograma;
84529020;01/01/2016;;KG;Quilograma;
84529081;01/01/2016;;KG;Quilograma;
84529089;01/01/2016;;KG;Quilograma;
84529091;01/01/2016;;KG;Quilograma;
84529092;01/01/2016;;KG;Quilograma;
84529093;01/01/2016;;UN;Unidade;
84529094;01/01/2016;;UN;Unidade;
84529099;01/01/2016;;KG;Quilograma;
84531010;01/01/2016;;UN;Unidade;
84531090;01/01/2016;;UN;Unidade;
84532000;01/01/2016;;UN;Unidade;
84538000;01/01/2016;;UN;Unidade;
84539000;01/01/2016;;KG;Quilograma;
84541000;01/01/2016;;UN;Unidade;
84542010;01/01/2016;;UN;Unidade;
84542090;01/01/2016;;UN;Unidade;
84543010;01/01/2016;;UN;Unidade;
84543020;01/01/2016;;UN;Unidade;
84543090;01/01/2016;;UN;Unidade;
84549010;01/01/2016;;KG;Quilograma;
84549090;01/01/2016;;KG;Quilograma;
84551000;01/01/2016;;UN;Unidade;
84552110;01/01/2016;;UN;Unidade;
84552190;01/01/2016;;UN;Unidade;
84552210;01/01/2016;;UN;Unidade;
84552290;01/01/2016;;UN;Unidade;
84553010;01/01/2016;;UN;Unidade;
84553020;01/01/2016;;UN;Unidade;
84553090;01/01/2016;;UN;Unidade;
84559000;01/01/2016;;KG;Quilograma;
84561111;01/01/2017;;UN;Unidade;
84561119;01/01/2017;;UN;Unidade;
84561190;01/01/2017;;UN;Unidade;
84561211;01/01/2017;;UN;Unidade;
84561219;01/01/2017;;UN;Unidade;
84561290;01/01/2017;;UN;Unidade;
84562010;01/01/2016;;UN;Unidade;
84562090;01/01/2016;;UN;Unidade;
84563011;01/01/2016;;UN;Unidade;
84563019;01/01/2016;;UN;Unidade;
84563090;01/01/2016;;UN;Unidade;
84564000;01/01/2017;;UN;Unidade;
84565000;01/01/2017;;UN;Unidade;
84569000;01/01/2016;;UN;Unidade;
84571000;01/01/2016;;UN;Unidade;
84572010;01/01/2016;;UN;Unidade;
84572090;01/01/2016;;UN;Unidade;
84573010;01/01/2016;;UN;Unidade;
84573090;01/01/2016;;UN;Unidade;
84581110;01/01/2016;;UN;Unidade;
84581191;01/01/2016;;UN;Unidade;
84581199;01/01/2016;;UN;Unidade;
84581910;01/01/2016;;UN;Unidade;
84581990;01/01/2016;;UN;Unidade;
84589100;01/01/2016;;UN;Unidade;
84589900;01/01/2016;;UN;Unidade;
84591000;01/01/2016;;UN;Unidade;
84592110;01/01/2016;;UN;Unidade;
84592191;01/01/2016;;UN;Unidade;
84592199;01/01/2016;;UN;Unidade;
84592900;01/01/2016;;UN;Unidade;
84593100;01/01/2016;;UN;Unidade;
84593900;01/01/2016;;UN;Unidade;
84594100;01/01/2017;;UN;Unidade;
84594900;01/01/2017;;UN;Unidade;
84595100;01/01/2016;;UN;Unidade;
84595900;01/01/2016;;UN;Unidade;
84596100;01/01/2016;;UN;Unidade;
84596900;01/01/2016;;UN;Unidade;
84597000;01/01/2016;;UN;Unidade;
84601200;01/01/2017;;UN;Unidade;
84601900;01/01/2016;;UN;Unidade;
84602200;01/01/2017;;UN;Unidade;
84602300;01/01/2017;;UN;Unidade;
84602400;01/01/2017;;UN;Unidade;
84602900;01/01/2016;;UN;Unidade;
84603100;01/01/2016;;UN;Unidade;
84603900;01/01/2016;;UN;Unidade;
84604011;01/01/2016;;UN;Unidade;
84604019;01/01/2016;;UN;Unidade;
84604091;01/01/2016;;UN;Unidade;
84604099;01/01/2016;;UN;Unidade;
84609011;01/01/2016;;UN;Unidade;
84609012;01/01/2016;;UN;Unidade;
84609019;01/01/2016;;UN;Unidade;
84609090;01/01/2016;;UN;Unidade;
84612010;01/01/2016;;UN;Unidade;
84612090;01/01/2016;;UN;Unidade;
84613010;01/01/2016;;UN;Unidade;
84613090;01/01/2016;;UN;Unidade;
84614010;01/01/2016;;UN;Unidade;
84614091;01/01/2016;;UN;Unidade;
84614099;01/01/2016;;UN;Unidade;
84615010;01/01/2016;;UN;Unidade;
84615020;01/01/2016;;UN;Unidade;
84615090;01/01/2016;;UN;Unidade;
84619010;01/01/2016;;UN;Unidade;
84619090;01/01/2016;;UN;Unidade;
84621100;01/04/2022;;UN;Unidade;
84621900;01/04/2022;;UN;Unidade;
84622200;01/04/2022;;UN;Unidade;
84622300;01/04/2022;;UN;Unidade;
84622400;01/04/2022;;UN;Unidade;
84622500;01/04/2022;;UN;Unidade;
84622600;01/04/2022;;UN;Unidade;
84622900;01/01/2016;;UN;Unidade;
84623200;01/04/2022;;UN;Unidade;
84623300;01/04/2022;;UN;Unidade;
84623900;01/04/2022;;UN;Unidade;
84624200;01/04/2022;;UN;Unidade;
84624900;01/01/2016;;UN;Unidade;
84625100;01/04/2022;;UN;Unidade;
84625900;01/04/2022;;UN;Unidade;
84626100;01/04/2022;;UN;Unidade;
84626200;01/04/2022;;UN;Unidade;
84626300;01/04/2022;;UN;Unidade;
84626900;01/04/2022;;UN;Unidade;
84629000;01/04/2022;;UN;Unidade;
84631010;01/01/2016;;UN;Unidade;
84631090;01/01/2016;;UN;Unidade;
84632010;01/01/2016;;UN;Unidade;
84632091;01/01/2016;;UN;Unidade;
84632099;01/01/2016;;UN;Unidade;
84633000;01/01/2016;;UN;Unidade;
84639010;01/01/2016;;UN;Unidade;
84639090;01/01/2016;;UN;Unidade;
84641000;01/01/2016;;UN;Unidade;
84642010;01/01/2016;;UN;Unidade;
84642021;01/01/2016;;UN;Unidade;
84642029;01/01/2016;;UN;Unidade;
84642090;01/01/2016;;UN;Unidade;
84649011;01/01/2016;;UN;Unidade;
84649019;01/01/2016;;UN;Unidade;
84649090;01/01/2016;;UN;Unidade;
84651000;01/01/2016;;UN;Unidade;
84652000;01/01/2017;;UN;Unidade;
84659110;01/01/2016;;UN;Unidade;
84659120;01/01/2016;;UN;Unidade;
84659190;01/01/2016;;UN;Unidade;
84659211;01/01/2016;;UN;Unidade;
84659219;01/01/2016;;UN;Unidade;
84659290;01/01/2016;;UN;Unidade;
84659310;01/01/2016;;UN;Unidade;
84659390;01/01/2016;;UN;Unidade;
84659400;01/01/2016;;UN;Unidade;
84659511;01/01/2016;;UN;Unidade;
84659512;01/01/2016;;UN;Unidade;
84659591;01/01/2016;;UN;Unidade;
84659592;01/01/2016;;UN;Unidade;
84659600;01/01/2016;;UN;Unidade;
84659900;01/01/2016;;UN;Unidade;
84661000;01/01/2016;;KG;Quilograma;
84662010;01/01/2016;;KG;Quilograma;
84662090;01/01/2016;;KG;Quilograma;
84663000;01/01/2016;;KG;Quilograma;
84669100;01/01/2016;;KG;Quilograma;
84669200;01/01/2016;;KG;Quilograma;
84669311;01/01/2016;;KG;Quilograma;
84669319;01/01/2016;;KG;Quilograma;
84669320;01/01/2016;;KG;Quilograma;
84669330;01/01/2016;;KG;Quilograma;
84669340;01/01/2016;;KG;Quilograma;
84669350;01/01/2016;;KG;Quilograma;
84669360;01/01/2016;;KG;Quilograma;
84669410;01/01/2016;;KG;Quilograma;
84669420;01/01/2016;;KG;Quilograma;
84669490;01/01/2016;;KG;Quilograma;
84671110;01/01/2016;;UN;Unidade;
84671190;01/01/2016;;UN;Unidade;
84671900;01/01/2016;;UN;Unidade;
84672100;01/01/2016;;UN;Unidade;
84672200;01/01/2016;;UN;Unidade;
84672910;01/01/2016;;UN;Unidade;
84672991;01/01/2016;;UN;Unidade;
84672992;01/01/2016;;UN;Unidade;
84672993;01/01/2016;;UN;Unidade;
84672999;01/01/2016;;UN;Unidade;
84678100;01/01/2016;;UN;Unidade;
84678900;01/01/2016;;UN;Unidade;
84679100;01/01/2016;;KG;Quilograma;
84679200;01/01/2016;;KG;Quilograma;
84679900;01/01/2016;;KG;Quilograma;
84681000;01/01/2016;;UN;Unidade;
84682000;01/01/2016;;UN;Unidade;
84688010;01/01/2016;;UN;Unidade;
84688090;01/01/2016;;UN;Unidade;
84689010;01/01/2016;;KG;Quilograma;
84689020;01/01/2016;;KG;Quilograma;
84689090;01/01/2016;;KG;Quilograma;
84701000;01/01/2016;;UN;Unidade;
84702100;01/01/2016;;UN;Unidade;
84702900;01/01/2016;;UN;Unidade;
84703000;01/01/2016;;UN;Unidade;
84705010;01/04/2022;;UN;Unidade;
84705090;01/01/2016;;UN;Unidade;
84709010;01/01/2016;;UN;Unidade;
84709090;01/01/2016;;UN;Unidade;
84713011;01/01/2016;;UN;Unidade;
84713012;01/01/2016;;UN;Unidade;
84713019;01/01/2016;;UN;Unidade;
84713090;01/01/2016;;UN;Unidade;
84714100;01/04/2022;;UN;Unidade;
84714900;01/01/2016;;UN;Unidade;
84715010;01/01/2016;;UN;Unidade;
84715020;01/01/2016;;UN;Unidade;
84715030;01/01/2016;;UN;Unidade;
84715040;01/01/2016;;UN;Unidade;
84715090;01/01/2016;;UN;Unidade;
84716052;01/01/2016;;UN;Unidade;
84716053;01/01/2016;;UN;Unidade;
84716054;01/01/2016;;UN;Unidade;
84716059;01/01/2016;;UN;Unidade;
84716061;01/01/2016;;UN;Unidade;
84716062;01/01/2016;;UN;Unidade;
84716080;01/01/2016;;UN;Unidade;
84716090;01/01/2016;;UN;Unidade;
84717010;01/04/2022;;UN;Unidade;
84717020;01/04/2022;;UN;Unidade;
84717030;01/04/2022;;UN;Unidade;
84717040;01/04/2022;;UN;Unidade;
84717090;01/01/2016;;UN;Unidade;
84718000;01/01/2016;;UN;Unidade;
84719011;01/01/2016;;UN;Unidade;
84719012;01/01/2016;;UN;Unidade;
84719013;01/01/2016;;UN;Unidade;
84719014;01/01/2016;;UN;Unidade;
84719019;01/01/2016;;UN;Unidade;
84719090;01/01/2016;;UN;Unidade;
84721000;01/01/2016;;UN;Unidade;
84723010;01/01/2016;;UN;Unidade;
84723020;01/01/2016;;UN;Unidade;
84723030;01/01/2016;;UN;Unidade;
84723090;01/01/2016;;UN;Unidade;
84729010;01/01/2016;;UN;Unidade;
84729020;01/04/2022;;UN;Unidade;
84729030;01/01/2016;;UN;Unidade;
84729040;01/01/2016;;UN;Unidade;
84729051;01/01/2016;;UN;Unidade;
84729059;01/01/2016;;UN;Unidade;
84729091;01/01/2016;;UN;Unidade;
84729099;01/01/2016;;UN;Unidade;
84732100;01/01/2016;;KG;Quilograma;
84732910;01/01/2016;;KG;Quilograma;
84732920;01/01/2016;;KG;Quilograma;
84732990;01/01/2016;;KG;Quilograma;
84733011;01/01/2016;;UN;Unidade;
84733019;01/01/2016;;UN;Unidade;
84733031;01/01/2016;;KG;Quilograma;
84733032;01/01/2016;;KG;Quilograma;
84733033;01/01/2016;;KG;Quilograma;
84733034;01/01/2016;;KG;Quilograma;
84733039;01/01/2016;;KG;Quilograma;
84733041;01/01/2016;;UN;Unidade;
84733042;01/01/2016;;UN;Unidade;
84733049;01/01/2016;;UN;Unidade;
84733090;01/04/2022;;KG;Quilograma;
84734010;01/01/2016;;UN;Unidade;
84734070;01/01/2016;;KG;Quilograma;
84734090;01/01/2016;;KG;Quilograma;
84735010;01/01/2016;;UN;Unidade;
84735040;01/01/2016;;KG;Quilograma;
84735050;01/01/2016;;UN;Unidade;
84735090;01/01/2016;;KG;Quilograma;
84741000;01/01/2016;;UN;Unidade;
84742010;01/01/2016;;UN;Unidade;
84742090;01/01/2016;;UN;Unidade;
84743100;01/01/2016;;UN;Unidade;
84743200;01/01/2016;;UN;Unidade;
84743900;01/01/2016;;UN;Unidade;
84748010;01/01/2016;;UN;Unidade;
84748090;01/01/2016;;UN;Unidade;
84749000;01/01/2016;;KG;Quilograma;
84751000;01/01/2016;;UN;Unidade;
84752100;01/01/2016;;UN;Unidade;
84752910;01/01/2016;;UN;Unidade;
84752990;01/01/2016;;UN;Unidade;
84759000;01/01/2016;;KG;Quilograma;
84762100;01/01/2016;;UN;Unidade;
84762900;01/01/2016;;UN;Unidade;
84768100;01/01/2016;;UN;Unidade;
84768910;01/01/2016;;UN;Unidade;
84768990;01/01/2016;;UN;Unidade;
84769000;01/01/2016;;KG;Quilograma;
84771011;01/01/2016;;UN;Unidade;
84771019;01/01/2016;;UN;Unidade;
84771021;01/01/2016;;UN;Unidade;
84771029;01/01/2016;;UN;Unidade;
84771091;01/01/2016;;UN;Unidade;
84771099;01/01/2016;;UN;Unidade;
84772010;01/01/2016;;UN;Unidade;
84772090;01/01/2016;;UN;Unidade;
84773010;01/01/2016;;UN;Unidade;
84773090;01/01/2016;;UN;Unidade;
84774010;01/01/2016;;UN;Unidade;
84774090;01/01/2016;;UN;Unidade;
84775100;01/01/2016;;UN;Unidade;
84775911;01/01/2016;;UN;Unidade;
84775919;01/01/2016;;UN;Unidade;
84775990;01/01/2016;;UN;Unidade;
84778010;01/01/2016;;UN;Unidade;
84778090;01/01/2016;;UN;Unidade;
84779000;01/01/2016;;KG;Quilograma;
84781010;01/01/2016;;UN;Unidade;
84781090;01/01/2016;;UN;Unidade;
84789000;01/01/2016;;KG;Quilograma;
84791010;01/01/2016;;UN;Unidade;
84791090;01/01/2016;;UN;Unidade;
84792000;01/01/2016;;UN;Unidade;
84793000;01/01/2016;;UN;Unidade;
84794000;01/01/2016;;UN;Unidade;
84795000;01/01/2016;;UN;Unidade;
84796000;01/01/2016;;UN;Unidade;
84797100;01/01/2016;;UN;Unidade;
84797900;01/01/2016;;UN;Unidade;
84798110;01/01/2016;;UN;Unidade;
84798190;01/01/2016;;UN;Unidade;
84798210;01/01/2016;;UN;Unidade;
84798290;01/01/2016;;UN;Unidade;
84798300;01/04/2022;;UN;Unidade;
84798911;01/01/2016;;UN;Unidade;
84798912;01/01/2016;;UN;Unidade;
84798921;01/01/2016;;UN;Unidade;
84798922;01/01/2016;;UN;Unidade;
84798931;01/01/2016;;UN;Unidade;
84798932;01/01/2016;;UN;Unidade;
84798940;01/01/2016;;UN;Unidade;
84798991;01/01/2016;;UN;Unidade;
84798992;01/01/2016;;UN;Unidade;
84798999;01/01/2016;;UN;Unidade;
84799010;01/01/2016;;KG;Quilograma;
84799090;01/01/2016;;KG;Quilograma;
84801000;01/01/2016;;UN;Unidade;
84802000;01/01/2016;;UN;Unidade;
84803000;01/01/2016;;UN;Unidade;
84804100;01/01/2016;;UN;Unidade;
84804910;01/01/2016;;UN;Unidade;
84804990;01/01/2016;;UN;Unidade;
84805000;01/01/2016;;UN;Unidade;
84806000;01/01/2016;;UN;Unidade;
84807100;01/01/2016;;UN;Unidade;
84807910;01/01/2020;;UN;Unidade;
84807990;01/01/2020;;UN;Unidade;
84811000;01/01/2016;;UN;Unidade;
84812011;01/01/2016;;UN;Unidade;
84812019;01/01/2016;;UN;Unidade;
84812090;01/01/2016;;UN;Unidade;
84813000;01/01/2016;;UN;Unidade;
84814000;01/01/2016;;UN;Unidade;
84818011;01/01/2016;;UN;Unidade;
84818019;01/01/2016;;UN;Unidade;
84818021;01/01/2016;;UN;Unidade;
84818029;01/01/2016;;UN;Unidade;
84818031;01/01/2016;;UN;Unidade;
84818039;01/01/2016;;UN;Unidade;
84818091;01/01/2016;;UN;Unidade;
84818092;01/01/2016;;UN;Unidade;
84818093;01/01/2016;;UN;Unidade;
84818094;01/01/2016;;UN;Unidade;
84818095;01/01/2016;;UN;Unidade;
84818096;01/01/2016;;UN;Unidade;
84818097;01/01/2016;;UN;Unidade;
84818099;01/01/2016;;UN;Unidade;
84819010;01/01/2016;;KG;Quilograma;
84819090;01/01/2016;;KG;Quilograma;
84821010;01/01/2016;;UN;Unidade;
84821090;01/01/2016;;UN;Unidade;
84822010;01/01/2016;;UN;Unidade;
84822090;01/01/2016;;UN;Unidade;
84823000;01/01/2016;;UN;Unidade;
84824000;01/01/2016;;UN;Unidade;
84825010;01/01/2016;;UN;Unidade;
84825090;01/01/2016;;UN;Unidade;
84828000;01/01/2016;;UN;Unidade;
84829111;01/01/2016;;KG;Quilograma;
84829119;01/01/2016;;KG;Quilograma;
84829120;01/01/2016;;KG;Quilograma;
84829130;01/01/2016;;KG;Quilograma;
84829190;01/01/2016;;KG;Quilograma;
84829910;01/01/2016;;KG;Quilograma;
84829990;01/01/2016;;KG;Quilograma;
84831011;01/01/2016;;UN;Unidade;
84831019;01/01/2016;;UN;Unidade;
84831020;01/01/2016;;UN;Unidade;
84831030;01/01/2016;;UN;Unidade;
84831040;01/01/2016;;UN;Unidade;
84831050;01/01/2016;;UN;Unidade;
84831090;01/01/2016;;UN;Unidade;
84832000;01/01/2016;;UN;Unidade;
84833010;01/01/2016;;UN;Unidade;
84833021;01/01/2016;;UN;Unidade;
84833029;01/01/2016;;UN;Unidade;
84833090;01/01/2016;;UN;Unidade;
84834010;01/01/2016;;UN;Unidade;
84834090;01/01/2016;;UN;Unidade;
84835010;01/01/2016;;UN;Unidade;
84835090;01/01/2016;;UN;Unidade;
84836011;01/01/2016;;UN;Unidade;
84836019;01/01/2016;;UN;Unidade;
84836090;01/01/2016;;UN;Unidade;
84839000;01/01/2016;;KG;Quilograma;
84841000;01/01/2016;;KG;Quilograma;
84842000;01/01/2016;;KG;Quilograma;
84849000;01/01/2016;;KG;Quilograma;
84851000;01/04/2022;;UN;Unidade;
84852000;01/04/2022;;UN;Unidade;
84853000;01/04/2022;;UN;Unidade;
84858000;01/04/2022;;UN;Unidade;
84859000;01/04/2022;;KG;Quilograma;
84861000;01/01/2016;;UN;Unidade;
84862000;01/01/2016;;UN;Unidade;
84863000;01/01/2016;;UN;Unidade;
84864000;01/01/2016;;UN;Unidade;
84869000;01/01/2016;;KG;Quilograma;
84871000;01/01/2016;;UN;Unidade;
84879000;01/01/2016;;KG;Quilograma;
85011011;01/01/2016;;UN;Unidade;
85011019;01/01/2016;;UN;Unidade;
85011021;01/01/2016;;UN;Unidade;
85011029;01/01/2016;;UN;Unidade;
85011030;01/01/2016;;UN;Unidade;
85012000;01/01/2016;;UN;Unidade;
85013110;01/01/2016;;UN;Unidade;
85013120;01/01/2016;;UN;Unidade;
85013210;01/01/2016;;UN;Unidade;
85013220;01/01/2016;;UN;Unidade;
85013310;01/01/2016;;UN;Unidade;
85013320;01/01/2016;;UN;Unidade;
85013411;01/01/2016;;UN;Unidade;
85013419;01/01/2016;;UN;Unidade;
85013420;01/01/2016;;UN;Unidade;
85014011;01/01/2016;;UN;Unidade;
85014019;01/01/2016;;UN;Unidade;
85014021;01/01/2016;;UN;Unidade;
85014029;01/01/2016;;UN;Unidade;
85015110;01/01/2016;;UN;Unidade;
85015120;01/01/2016;;UN;Unidade;
85015190;01/01/2016;;UN;Unidade;
85015210;01/01/2016;;UN;Unidade;
85015220;01/01/2016;;UN;Unidade;
85015290;01/01/2016;;UN;Unidade;
85015310;01/01/2016;;UN;Unidade;
85015320;01/01/2016;;UN;Unidade;
85015330;01/01/2016;;UN;Unidade;
85015390;01/01/2016;;UN;Unidade;
85016100;01/01/2016;;UN;Unidade;
85016200;01/01/2016;;UN;Unidade;
85016300;01/01/2016;;UN;Unidade;
85016400;01/01/2016;;UN;Unidade;
85017100;01/04/2022;;UN;Unidade;
85017210;01/04/2022;;UN;Unidade;
85017290;01/04/2022;;UN;Unidade;
85018000;01/04/2022;;UN;Unidade;
85021110;01/01/2016;;UN;Unidade;
85021190;01/01/2016;;UN;Unidade;
85021210;01/01/2016;;UN;Unidade;
85021290;01/01/2016;;UN;Unidade;
85021311;01/01/2016;;UN;Unidade;
85021319;01/01/2016;;UN;Unidade;
85021390;01/01/2016;;UN;Unidade;
85022011;01/01/2016;;UN;Unidade;
85022019;01/01/2016;;UN;Unidade;
85022090;01/01/2016;;UN;Unidade;
85023100;01/01/2016;;UN;Unidade;
85023900;01/01/2016;;UN;Unidade;
85024010;01/01/2016;;UN;Unidade;
85024090;01/01/2016;;UN;Unidade;
85030010;01/01/2016;;KG;Quilograma;
85030090;01/01/2016;;KG;Quilograma;
85041000;01/01/2016;;UN;Unidade;
85042100;01/01/2016;;UN;Unidade;
85042200;01/01/2016;;UN;Unidade;
85042300;01/01/2016;;UN;Unidade;
85043111;01/01/2016;;UN;Unidade;
85043119;01/01/2016;;UN;Unidade;
85043191;01/01/2016;;UN;Unidade;
85043192;01/01/2016;;UN;Unidade;
85043199;01/01/2016;;UN;Unidade;
85043211;01/01/2016;;UN;Unidade;
85043219;01/01/2016;;UN;Unidade;
85043221;01/01/2016;;UN;Unidade;
85043229;01/01/2016;;UN;Unidade;
85043300;01/01/2016;;UN;Unidade;
85043400;01/01/2016;;UN;Unidade;
85044010;01/01/2016;;UN;Unidade;
85044021;01/01/2016;;UN;Unidade;
85044022;01/01/2016;;UN;Unidade;
85044029;01/01/2016;;UN;Unidade;
85044030;01/01/2016;;UN;Unidade;
85044040;01/01/2016;;UN;Unidade;
85044050;01/01/2016;;UN;Unidade;
85044060;01/01/2016;;UN;Unidade;
85044090;01/01/2016;;UN;Unidade;
85045000;01/01/2016;;UN;Unidade;
85049010;01/01/2016;;KG;Quilograma;
85049020;01/01/2016;;KG;Quilograma;
85049030;01/01/2016;;KG;Quilograma;
85049040;01/01/2016;;KG;Quilograma;
85049090;01/01/2016;;KG;Quilograma;
85051100;01/01/2016;;KG;Quilograma;
85051910;01/01/2016;;KG;Quilograma;
85051990;01/01/2016;;KG;Quilograma;
85052010;01/01/2016;;UN;Unidade;
85052090;01/01/2016;;KG;Quilograma;
85059010;01/01/2016;;UN;Unidade;
85059080;01/01/2016;;KG;Quilograma;
85059090;01/01/2016;;KG;Quilograma;
85061011;01/01/2020;;UN;Unidade;
85061012;01/01/2020;;UN;Unidade;
85061019;01/01/2020;;UN;Unidade;
85061020;01/01/2016;;UN;Unidade;
85061031;01/01/2020;;UN;Unidade;
85061032;01/01/2020;;UN;Unidade;
85061039;01/01/2020;;UN;Unidade;
85063010;01/01/2016;;UN;Unidade;
85063090;01/01/2016;;UN;Unidade;
85064010;01/01/2016;;UN;Unidade;
85064090;01/01/2016;;UN;Unidade;
85065010;01/01/2016;;UN;Unidade;
85065090;01/01/2016;;UN;Unidade;
85066010;01/01/2016;;UN;Unidade;
85066090;01/01/2016;;UN;Unidade;
85068010;01/01/2016;;UN;Unidade;
85068090;01/01/2016;;UN;Unidade;
85069000;01/01/2016;;KG;Quilograma;
85071010;01/01/2016;;UN;Unidade;
85071090;01/01/2016;;UN;Unidade;
85072010;01/01/2016;;UN;Unidade;
85072090;01/01/2016;;UN;Unidade;
85073011;01/01/2016;;UN;Unidade;
85073019;01/01/2016;;UN;Unidade;
85073090;01/01/2016;;UN;Unidade;
85075010;01/01/2020;;UN;Unidade;
85075020;01/01/2020;;UN;Unidade;
85075090;01/01/2020;;UN;Unidade;
85076000;01/01/2016;;UN;Unidade;
85078000;01/01/2016;;UN;Unidade;
85079010;01/01/2016;;UN;Unidade;
85079020;01/01/2016;;KG;Quilograma;
85079090;01/01/2016;;KG;Quilograma;
85081100;01/01/2016;;UN;Unidade;
85081900;01/01/2016;;UN;Unidade;
85086000;01/01/2016;;UN;Unidade;
85087000;01/01/2016;;KG;Quilograma;
85094010;01/01/2016;;UN;Unidade;
85094020;01/01/2016;;UN;Unidade;
85094030;01/01/2016;;UN;Unidade;
85094040;01/01/2016;;UN;Unidade;
85094050;01/01/2016;;UN;Unidade;
85094090;01/01/2016;;UN;Unidade;
85098010;01/01/2016;;UN;Unidade;
85098090;01/01/2016;;UN;Unidade;
85099000;01/01/2016;;KG;Quilograma;
85101000;01/01/2016;;UN;Unidade;
85102000;01/01/2016;;UN;Unidade;
85103000;01/01/2016;;UN;Unidade;
85109011;01/01/2016;;UN;Unidade;
85109019;01/01/2016;;KG;Quilograma;
85109020;01/01/2016;;KG;Quilograma;
85109090;01/01/2016;;KG;Quilograma;
85111000;01/01/2016;;UN;Unidade;
85112010;01/01/2016;;UN;Unidade;
85112090;01/01/2016;;UN;Unidade;
85113010;01/01/2016;;UN;Unidade;
85113020;01/01/2016;;UN;Unidade;
85114000;01/01/2016;;UN;Unidade;
85115010;01/01/2016;;UN;Unidade;
85115090;01/01/2016;;UN;Unidade;
85118010;01/01/2016;;UN;Unidade;
85118020;01/01/2016;;UN;Unidade;
85118030;01/01/2016;;UN;Unidade;
85118090;01/01/2016;;UN;Unidade;
85119000;01/01/2016;;KG;Quilograma;
85121000;01/01/2016;;UN;Unidade;
85122011;01/01/2016;;UN;Unidade;
85122019;01/01/2016;;UN;Unidade;
85122021;01/01/2016;;UN;Unidade;
85122022;01/01/2016;;UN;Unidade;
85122023;01/01/2016;;UN;Unidade;
85122029;01/01/2016;;UN;Unidade;
85123000;01/01/2016;;UN;Unidade;
85124010;01/01/2016;;UN;Unidade;
85124020;01/01/2016;;UN;Unidade;
85129000;01/01/2016;;KG;Quilograma;
85131010;01/01/2016;;UN;Unidade;
85131090;01/01/2016;;UN;Unidade;
85139000;01/01/2016;;KG;Quilograma;
85141100;01/04/2022;;UN;Unidade;
85141900;01/04/2022;;UN;Unidade;
85142011;01/01/2016;;UN;Unidade;
85142019;01/01/2016;;UN;Unidade;
85142020;01/01/2016;;UN;Unidade;
85143100;01/04/2022;;UN;Unidade;
85143200;01/04/2022;;UN;Unidade;
85143900;01/04/2022;;UN;Unidade;
85144000;01/01/2016;;UN;Unidade;
85149000;01/01/2016;;KG;Quilograma;
85151100;01/01/2016;;UN;Unidade;
85151900;01/01/2016;;UN;Unidade;
85152100;01/01/2016;;UN;Unidade;
85152900;01/01/2016;;UN;Unidade;
85153110;01/01/2016;;UN;Unidade;
85153190;01/01/2016;;UN;Unidade;
85153900;01/01/2016;;UN;Unidade;
85158010;01/01/2016;;UN;Unidade;
85158090;01/01/2016;;UN;Unidade;
85159000;01/01/2016;;KG;Quilograma;
85161000;01/01/2016;;UN;Unidade;
85162100;01/01/2016;;UN;Unidade;
85162900;01/01/2016;;UN;Unidade;
85163100;01/01/2016;;UN;Unidade;
85163200;01/01/2016;;UN;Unidade;
85163300;01/01/2016;;UN;Unidade;
85164000;01/01/2016;;UN;Unidade;
85165000;01/01/2016;;UN;Unidade;
85166000;01/01/2016;;UN;Unidade;
85167100;01/01/2016;;UN;Unidade;
85167200;01/01/2016;;UN;Unidade;
85167910;01/01/2016;;UN;Unidade;
85167920;01/01/2016;;UN;Unidade;
85167990;01/01/2016;;UN;Unidade;
85168010;01/01/2016;;UN;Unidade;
85168090;01/01/2016;;UN;Unidade;
85169000;01/01/2016;;KG;Quilograma;
85171100;01/01/2016;;UN;Unidade;
85171300;01/04/2022;;UN;Unidade;
85171410;01/04/2022;;UN;Unidade;
85171431;01/04/2022;;UN;Unidade;
85171432;01/04/2022;;UN;Unidade;
85171439;01/04/2022;;UN;Unidade;
85171441;01/04/2022;;UN;Unidade;
85171449;01/04/2022;;UN;Unidade;
85171490;01/04/2022;;UN;Unidade;
85171830;01/04/2022;;UN;Unidade;
85171890;01/04/2022;;UN;Unidade;
85176130;01/01/2016;;UN;Unidade;
85176141;01/01/2016;;UN;Unidade;
85176142;01/01/2016;;UN;Unidade;
85176143;01/01/2016;;UN;Unidade;
85176149;01/01/2016;;UN;Unidade;
85176191;01/01/2016;;UN;Unidade;
85176192;01/01/2016;;UN;Unidade;
85176199;01/01/2016;;UN;Unidade;
85176214;01/01/2016;;UN;Unidade;
85176215;01/04/2022;;UN;Unidade;
